review,rating
前台小姑娘服务好得一比吊糟，给我免升房间，还给我送水果吃，人长得也好看。,5
因为补课所以找了一家酒店，这家酒店服务特别到位，前台小姐姐倩倩非常的棒，很喜欢这里的风景服务等等,5
我觉得这个酒店很好 前台的小姐姐服务很好 很有耐心   房间安静 干净卫生 停车方便 周边吃饭都很不错  下次来还会选择这家酒店 ,5
酒店停车方便，周边就是商场，前台服务热情,5
早餐丰盛味道美，服务热情很周到。房间舒适卫生好，出差旅行好去处。,5
内窗房比较闷热这一点是美中不足，其他都很不错。,5
非常好，前台接待服务热情,5
服务好，早餐好，位置好，房间很nice,5
小房经理服务好，房间安静，停车方便,5
很热情，房间也很干净，很赞,5
前台小姐姐服务特别好，周到，温柔，积极，主动。位置很赞，地铁口旁边，优越，方便。设施新，房间很大，宽敞，房间空间大，采光好，明亮，安静舒适，卫生很干净，床舒服，床垫舒适，水压大，出水快，水温好，洗澡舒服，网速快，办公方便。好，良好，很好，非常好，棒，很棒，非常棒，赞，点赞，大大给赞，强力推荐! 客房阿姨亲切，服务好，动作麻利。早餐好，早餐赞，品种多，色泽鲜美，面条有特色，汤料好，口味好，分量足，好吃，非常好吃，美味。洗衣房很好，自助方便，干净卫生，花茶好喝，口味佳，暖心。停车场空间大，便于停车。,5
我住的那个家有点异味,5
干净清爽，又先进,5
给前台打电话，多加一床被子都不行。什么态度呢，不够盖，多送一床都不行么,5
服务态度很好，房间干净整洁，免费洗衣服，有种家的味道,5
因为我行李比较多，我办好入住以后，前台小哥哥帮我拿到房间了，早餐特别棒，绿豆汤非常好吃，天气热解暑。,5
前台服务员态度特别好 点赞点赞??,5
前台接待热情周到，让人宾至如归。,5
停车难加之夜里老有歌手在南门拿着扩音器唱歌??,5
评价系统换了还是？光星程是？同名同姓身身份证号不一样也会显示存？,5
闹中取静！,5
早餐很好吃 地理位置优越,5
房间很好，位置也很方便以后来济南就住这了。,5
翻新的酒店  呵呵,5
很喜欢这里，还会继续入住,5
整体环境好，卫生好,5
"离地铁站 花卉进！ 前台服务很满意  卫生干净 优雅 很舒适
",5
朋友都说很好的酒店，早餐丰富好吃，网络也很好，,5
很好，非常好，以后还会入住,5
酒店位置优越，出门对面就是万达广场，餐饮、购物配套都很齐全。有专门的地下停车场，门口还有滨河绿化带，非常好！,5
第一次入住海伦路全季，因为离公司比较近所以就住了一晚，第一眼的感觉是非常新，到了前台入住时，前台小姐姐给我倒了一杯茶，因为来的时候路上眼镜支架不小心断了，便问前台有没有胶水想先沾上再去换，作为近视患者没有眼镜太没有安全感了，前台小姐姐不但帮我找了胶水还主动帮我粘好，她说胶水弄到手上不好洗，粘好还帮我眼镜擦的很干净，并给了我一个眼镜布还把胶水给我了，说是以防万一，跟我讲附近哪里哪里有眼镜店可以去修，我觉得这个小姐姐真的很细心，真的是超级超级感动，第一次觉得住酒店可以那么温馨，然后酒店的房间卫生也很干净，有很多智能设备，早餐也很丰盛，是一次非常美好的入住体验，一定要用美好来形容，感谢小姐姐,5
L大气，高端，美丽，大方，主动，外观漂亮，值得推荐，强烈推荐，防疫工作到位，安全周到，会再次入住，很放心，布局棒，很满意，非常好，赞，点赞，非常赞，给赞，分量足，很棒，非常棒，优越，好，良好，很好，暖心，安静，舒适，放心，给力，棒！物超所值，床舒服，床品舒适，备用的被子，茶好喝，咖啡很香，睡得很好，配套齐全，房间空间大，房间采光好，洗澡舒服，水压大，停车场空间很大，网速快，大厅布局合理，装修有特色，配套齐全，卫生干净，前台漂亮，服务热情，客房阿姨亲切，服务好，早餐品种多，蔬菜水果新鲜，早餐丰盛，口味佳，口味好，好吃，美味，距离高铁站近，交通便利，离高铁站近，出行方便，2.5号线就在附近方便！,5
服务挺好，但房间隔音有点差……,5
环境好 酒店位置也很好 服务更是好 点赞！,5
离学校近，酒店舒适，大堂好，地理位置好，菜品好，地铁近，早餐很丰富，菜品好，厨师亲切，包子好，面条好吃，品类挺丰富的，齐全:客房设施好 装饰不错，灯光温馨，上档次，地毯好看，设施完善，干净，酒店服务挺好，专业，态度好，非常棒的，值得推荐，棒棒的，公交车很近，打车很方便，很舒适，大厅很有心思，客房打扫速度，大姐打扫干净，无异味，有暖心的矿泉水，房间宽敞，卫生间很大，洗澡水舒服，电视大，电视频道多，环境好，地毯好看，服务员热情，很满意，推荐，点赞!这么好的酒店，推荐给朋友，服务棒!致敬酒，非常完美，有家的感觉，特别热情，非常周到，干净整洁，有问必答，无线网好，风景好，视野也好，特别贴心，会再次光临,5
首次入住这家全季，很大的房间，卫生很棒，早餐种类很多，有南京的桂花糖芋苗，房间里面有小爱同学智能化服务，前台入住都会给一瓶矿泉水，还有可爱的机器人帮忙送餐，阿姨们都会微笑对我们打招呼，客厅还有小商品卖,5
服务好，旁边???步行街,5
"房间空间大,安静舒适,卫生很干净,床舒服,水压大,洗澡舒服,网速快,办公方便。卫生整洁,干净,放心,给力。位置好,优越,地铁附近,交通便利,出行方便。酒店外观漂亮,高端,大气,上档次,大厅装修有特色,布局合理。红茶好喝,暖心。前台漂亮,大方,美丽,服务热情,主动。客房阿姨亲切,服务好。早餐品种多,好吃,口味好,分量足,好吃,美味。防疫工作到位安全周到。好,良好,很好,非常好,棒,很棒,非常棒,赞,点赞,大大给赞,强力推荐",5
前台小哥服务特别好！,5
非常好 房间很大 很宽厂,5
很好，前台服务热情。客房干净卫生。,5
服务态度很好，已经住过好多次了，离西湖很近，早餐蛋饼好吃，酒店性价比高值得推荐,5
前台服务热情，性价比高，环境还不错，房间挺干净，床比较舒适。大堂明亮，前台服务周到，大堂咖啡也是免费的，味道还不错。电梯刷卡，安全有保障。,5
装修比较新，整体感觉良好,5
客房刘继红大姐蛮好的，服务比较热情，帮我把洗的衣物都晾晒好了，感谢,5
"来哈尔滨是我住过最好的酒店，新酒店，24小时热水，浴室大，备品也齐全，停车方便，车位充足，房间设施新，55寸电视看起来很好，客房干净整洁，没有异味，也很干净，房间大，配备了红茶，温度适宜，有地热，很温暖，安静舒适，价格实惠，物超所值，前台服务热情，帮我订房，办理入住快，经理都超级好，有问必答，特别细心，有礼貌人员业务专业，服务一流，适合出差，值得一去，周围环境优美，幽静，网速快，早餐种美丰盘，早餐好吃，住着安心，又方便，很有家的感觉，机场大巴也很方便，，优先考虑，保安也热情，值得推荐，大大的赞，都棒棒哒，一还会光顾，好，好，好，好,好，棒，好，好",5
前台小姐姐服务很好，江经理人很好看我带小孩帮我升级了房型！早餐很好吃，品种很多！房间很大，卫生很干净！还会继续选择,5
服务态度非常满意，早餐丰富，房间干净,5
服务非常好，房间很大，房间很干净，早餐很好，白粥很香甜，酒店位置很好，很好找，出行很方便。,5
优点是前台帅哥服务态度特别好。美中不足的是牙膏牙刷没送过去,5
"前台帅哥很热情办理入住，房间窗帘有点问题也及时处理好了，整体都很好，去哪都方便，早餐也特别棒，各种各样的饭菜吃的饱饱的！
",5
房间地板和地砖黏黏的，粘鞋底（并非地板蜡）。希望能够清理干净。,5
服务态度很好，卫生也干净，值得入住,5
环境不错，一直住这边，位置最好，吃的，玩的,5
总体来说，酒店居住体验很好，房间干净整洁，床垫很舒服，被子也很新，酒店的机器人送物是个亮点，孩子特别喜欢。前台秦服务很好，专业热情，会员零押金入住，退房也很方便。酒店就在运河边上，周边环境很好，在房间还能看到夜景，非常好。免费停车场车位多，好停车，值得推荐。,5
房间的剃须刀小度点单了，没有收到，洗漱台的插座没电，希望能够做的更好吧！整体感觉不错,5
很不错，最近过来一直住这里，吃东西也方便,5
一次很棒的入住体验，前台服务员双娇很好，给我提供了不少便利！,5
从酒店出去一街之隔就是美食街，吃的东西非常多，这一点我最爱！酒店房间是现代简约休闲风，给人的感觉安静，舒适，干净，大厅里前台工作人员服务热情，周到，有任何问题或需要都会为顾客解决和提供！,5
早餐很不错 交通便利 前台小润服务周到,5
窗户太小基本跟没有一样,5
已经是老客户了,5
"那房卡上楼后，打开门里面竟然有人，下楼问前台还有点不耐烦????????
",5
520房间墙面有不明液体痕迹没有擦干净，比较掉价,5
入住感受很好，客房干净整洁,5
酒店前台服务热情，房间干净整洁，看上去很舒服,5
房间干净卫生，非常舒服，前台小姐姐也非常热情，尤其是回访电话的那个小姐姐,5
提前沟通大床房和商务房区别，告诉我商务房比较大，好我定商务房，给我最小的房间，怎么想的?差评,5
酒店干净整洁，前台服务很好，走时还送了茶饼，早餐很不错。,5
很满意的一个酒店,5
特别棒，服务满意，早餐满意，值得推荐,5
服务挺好的经常过来老客户房间舒适早餐挺好的,5
还可以，打扫的还挺干净，价格值了，还会回购的,5
手机信号能优化一下就好了,5
早餐不错，房间舒适，交通便利,5
早餐很好吃，特别有特色，前台服务也很棒，很专业，房间很舒适，很暖和，酒店离西站很近，好评！棒棒棒！,5
马上边上太吵   卫生间太小,5
服务很好、热情周到  打开房间门空调已经帮忙开好了！赞。,5
地理位置很好，周边饭店多，出去玩坐车也很方便还有免费停车场。赞,5
房间干净，位置优越，前台服务好，小刘还赠送小礼品,5
上饶这家酒店离万达很近、吃饭也挺方便的 前台小姐姐 服务态度很好 值得点赞??,5
总体十分满意，前台服务特别热情，来的时候比较晚，给送了小点心和牛奶，带着孩子入住，还给送了宝宝牙刷和拖鞋，服务细心周到，房间也很干净，下次还来这家全季住,5
酒店前台服务态度非常好，不错，房间干净舒适，设施齐全，环境舒适安静，,5
房间设施很好很喜欢环境也不错干净卫生,5
环境不错，周边景区很近，楼下就是小吃街，非常方便，前台服务热情，感谢前台小郑和小花们的热情服务,5
很好  房间干净   服务也很好  周边吃饭也很方便  ,5
服务热情，有问必答，早餐做的很丰盛，并且时间很长到10点才结束,5
好优好不错连住10天了,5
冻感冒了,5
"首先呢早餐非常丰富种类繁多，然后前台的小姐
姐服务也非常热情。交通也蛮方便的，台儿庄路下来出4号口十分钟就走到了，还有停车位。房间是重新整装过的非常的漂亮 ",5
希望卫生间增加地垫,5
卫生间略有一点异味，希望可以除去,5
早餐玉米面条很好吃，很有特色，很好吃，服务也别贴心，房间卫生也很棒，好评，还会再来入住。,5
第一次铂金会员有点委屈，车场第二早竟然收费50元！卫生一般，第二天皮肤有瘙痒不适感觉。,5
环境好 房间空间大 前台服务好,5
地理位置优越，去火车站很方便，房间很干净舒适，床单被罩都是新的，wifi也很好，看电影也不卡，空调制热也不错，一点也不冷，洗浴设施也很全，洗发水很香，前台接待员也很热情，每次进门就问好，有免费停车位，有种星级酒店的待遇。下次还会选择宜必思尚品酒店！,5
很贴心的前台，有问必答！,5
服务好，早餐丰富，交通便利，空调舒服，干净卫生，隔音好,5
服务很热情，各方面都很喜欢，很赞,5
很不错的入住体验，前台的服务非常好！停车方便,5
"很好，大厅设施齐全，高大上，香味好闻，电梯干净明亮，免费洗衣液，还自动烘干一体，方便，出差首选，房间明亮，电视大，窗户发发大，阳光充足干净，装修风格好，电视大，床垫松软，办公方舒服，布草好，枕头好，拖鞋防滑，舒服，电视频道多，茶包好喝，窗帘遮光效果好，空气好，，网速快，办公稳定，信号强，走廊合理布局，地毯好看，设计感强，干净好看，洗衣机洗的干净，免费，提供洗衣液，拖鞋防滑，舒适，茶包好喝，窗帘遮光效果，镜子大，马桶干净，水压稳，纸手感好，热水很好，空调制热快，水温很舒适，早餐品种多，下午茶好喝，水果好吃，毛巾柔软，停车场大，停车方便，好，很好，非常好，停车位多，标牌明显，好,很好,棒,很棒,好",5
"之前有在市中心住过酒店，那边停车不是很方便，来了这家酒店，有大型停车场，在这一方面酒店做的挺好的！
",5
房间干净卫生，入住感受特别棒，还有停车场，值得推荐的酒店，好评！,5
春节期间入住，很干净、舒服。,5
"这家全季在一个商圈里，高层，进入大堂落地窗，直接可以看到人民大学！喜欢在他家的大堂办公，闻着茶香，坐在窗户旁，喝着一杯现磨的咖啡，特别惬意！
酒店的服务人员都很热情，店长亲自给我端茶，还给我们介绍华住的不同品牌，很有内涵！房间也是干净整齐，早餐在2A层，早餐很丰富面食、粗粮都有，还有煎蛋 煮香肠，服务员推荐了白粥、卤鸡蛋，都很好吃，现煮的小馄饨特别好，可以自己调味道，很值得推荐，下次还选这里",5
房间干净卫生，早餐很丰盛，强烈推荐！,5
房间不错前台服务热情??，特别是小夏,5
枕头套有红色污渍，提了也没给换,5
性价比很高，很满意，服务很好,5
"棒??
",5
前台服务很好 升级了房型 上楼帮忙连音响蓝牙 房间没有异味,5
隔音效果不好，影响休息,5
房间床大，卫生干净，小杨服务态度很好,5
早餐好吃，前台Abby和Wendy服务很棒！,5
"卫生不错，设施设备也挺好
就是网速有点慢，
电视节目也挺好
就是位置有点偏了，离市中心有点远，周围也没有太多娱乐休闲之处，吃饭的地方也少",5
好。下次还会再来,5
房间较小 ,5
有机会还来,5
环境优美，房间干净，工作人员热情有礼貌，见到我都会打招呼，退房的时候前台小姐姐还送了瓶水，服务很周到，真心值得推荐,5
喜欢这里，出差就住这里，是长住客,5
略贵，性价比一般,5
服务周到，房间干净，满意。,5
比较冷，空调基本没用,5
早餐品种太少，需要改进！,5
非常满意，交通便利，服务热情温暖,5
每次都入住这家店，交通便利，周边也很多吃的。前台范经理服务很好，每次都帮忙选房，耐心，细心。交流也很热情到位，领导多表扬。 司机胖师傅也很热情，及时接送客人。,5
"马桶的体验很不好。

我是男人，坐便的时候钉钉会碰到马桶内壁，因为这里的马桶内壁前端的倾斜角度过于水平，所以坐便的时候钉钉会直接接触内壁陶瓷，非常不卫生",5
非常好 就是没有穿衣镜??,5
很棒的哦！！,5
没有电视,5
还不错  推荐的  服务也挺好,5
非常好，交通方便,5
很好，大厅有书可以借，房间入住很舒服,5
酒店前台接待态度差,5
很不错，就是早餐不是很合口味,5
服务好，房间干净，早点丰富，粥很好喝，交通方便，，，，,5
除了房间偏小，其他还行，经济型酒店里算干净清爽的。距离步行街酒店很近，地铁站也不远，早餐虽简单花样少，品质还不错。,5
345房间马桶垫圈太小，不匹配。窗户坏了关不严，有噪音有蚊子。走道喷的空气清新剂味道太浓。,5
停车方便  出行交通方便  干净卫生  早餐丰富,5
环境特别好，前台的薛小姐服务很周到,5
服务很好 香芬好闻 房间很大 很干净 客房服务热情 很好 很棒 位置很好 停车方便  好好,5
酒店管理人员非常用心，前台小姐姐热情似火，工作人员热情，硬件设施齐全,5
服务各方面都很好,5
"干净卫生,价格划算,服务好,环境优美,装修风格，我也喜欢,很多细节做得很到位。地理位置好,公交车站就在附近,交通方便,房间舒适卫生,服务人员很热情,乐于提供各种帮助,前台有很多日常用品可以拿取,性价比不错,下次还会继
续入住",5
很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好,5
挺好的，看我是普通会员，帮我们延迟退房，服务很好。有停车场，很方便。,5
每次过来都住这里，前台很热情，客房很干净,5
酒店大堂干净整洁。前台服务员马欣荣态度好。周边环境方便。里地铁很近。下次会在来入住的呢,5
很好，停车场大，交通吃饭方便，前台很热情，,5
服务态度好，满意！,5
"带窗户的我选的是观景房     可是总感觉是两间房子中间带点植物就是观景房了  有人而且
      你品     你细品
    ",5
房间特别干净，前台服务好，很温馨，像回到自己家一样,5
极致的服务大致也就是如此吧，想我所想，给我所需，前台小美女的服务真的非常好，观察入微，以后来连还会选择这家！,5
1612房间被隔壁的空调外机影响，噪音超级大，无法入睡。退房时一楼的工作人员竟然在打架，高峰期前台经常只有一位工作人员，等待时间过长。,5
"房间不紧张，升级了房间，这样做认真贴心。
房间很安静，点赞。
有免费健身房，适合常住客，也很贴心。
送了伴手礼，但是牛皮糖不太好吃，建议送点别的或者换一家供应商。
房间空调制冷效果不好，2020回到房间，等差不多洗完澡，房间才凉下来，不想有空调噪音，风改成了最小风，半夜是真的热醒了。",5
服务特别好，值得推荐一下哦⊙?⊙！超级赞,5
酒店位置挺好的，停车是免费的，退房很快，不用等，还不收押金，住了这么多酒店，是我住过唯一一家不收押金的酒店，服务态度也很好,5
多次入住这家酒店，服务人员都很亲切，非常满意！,5
"电视机要是能投屏就好了
",5
床品过敏,5
就是差的要命！,5
"提前选了房间，但是前台只安排了2口靠街道的一间房子，窗口似乎是封死的，想关闭无法关闭，只能忍受窗外的噪音，半夜大车一辆一辆经过，连住了两天，要被吵死了，入住体验极差！
",5
前台服务跟客房服务都很热情，如沐春风。房间安排也很好，大窗户对着海，妥妥的海景房。房间设施齐全，洗衣机，冰箱，微波炉，电磁炉，油烟机一应俱全，感觉不是出差，而且回家了。酒店有游泳池跟健身房，住客可以免费使用。早餐也很丰盛，整体的体验感非常棒。,5
很好的服务，忘记了耳机在酒店，荣荣同学帮忙提醒联系并且寄到家里，很感谢。今年丢了三副耳机，只收到了这一次，谢谢。,5
房间很干净，环境舒适，工作人员服务态度非常好！,5
位置方便，服务热情，早餐不错，就是房间有点小了,5
服务非常热情，朋友非常满意，房间干净卫生，周边很方便，店长也很好，以后会经常选择,5
服务很好，问什么都耐心解答，下次还选择这家,5
服务态度与卫生都很好！早餐很好！,5
交通便利，生活方便,5
酒店服务很好，市中心。值得推荐的一家酒店。,5
都很不错，就是房间小，不过也理解,5
环境特别好，楼下有小吃街。超级棒,5
早餐时还能看到雪山金光。太美了！连住四天。,5
服务好，房间干净整洁，前台的服务也很热情，九点提供的有打印机，还有各种小吃，非常好，哈哈哈，喜欢哦！,5
非常好，非常不错的体验,5
"酒店的服务设施很好，而且还很干净,我看到他们做清洁和消毒措施了,然后呢这个酒店的地理位置也非常的好,无论坐什么车都特别方便，打车也很快就到了,门口的话是一个公交站牌，叫牛街礼拜寺站。前台服务员人员特别热情，我订房的时候帮我讲解，讲解的，非常的清楚明白。客房服务员的人呐都特别的热情，和蔼可亲，而且干净卫生，很负责，任我住了- -天，临时有事儿就先走了，要不然的话我会在他家住很多天的，价格也很亲民加油看好你们",5
服务好餐厅南大姐服务挺好的，菜品还是挺多的。,5
不错，房间配置挺好，马桶??还是自动加热，电视??超大，有电影院的感觉,5
经常住，房间很好，早餐好吃,5
性价比好，五星标配,5
停车方便，卫生好，服务好，以后常住这里。,5
服务好，房间干净整洁入住送矿泉水,5
房间里面很干净舒服,5
房间非常大，客房阿姨非常热心！,5
交通方便，房间设施齐全，酒店有免费班车接送机场，酒店早餐丰富多彩。,5
没有电梯，到房间距离长，,5
整个人都痒的要命。就跟蚊子叮咬了一样。全身除了手和脸都是一块一块的。痒的要命。 跟服务员说了才来来换。还说很干净的。天天消毒的。换了被套床单后才不痒。,5
卫生良好，服务到位，条件舒适，下次还会来的，谢了。,5
浴室淋浴头漏水，漏的满卫生间都是水，窗帘拉严实了还有光能透进来，洗手台香皂也没有，洗个袜子都洗不了,5
入住离店都送了流量包 前台小姐姐也态度也非常好 客房面积偏小一点不过卫生很到位了 早餐也不错 性价比很高,5
美中不足，网络很卡,5
唯一的缺点就是隔壁就是KTV，隔音很差。每天晚上都能听到KTV的声音，睡不着...,5
整体环境不错，店长人非常好，在住期间遇到问题都帮忙解决，挺感谢的，来沪首选，特别这家西藏北汉庭推荐。,5
早餐不错 服务也不错 都特别热情好客,5
有避孕套的包装壳在床头柜旁地下没打扫干净,5
小王服务热情 周边吃饭的地方多,5
附近是步行街，晚上有美景，挺好的，舒适温馨。,5
酒店离钟楼和回民街都很近，步行可达前台办理入住很快 很快捷大堂- -进去就有-股淡雅的清香特别的好闻从停车场负一楼坐电梯直接到大堂大堂有测体温的很放心前台备了消毒液还有还有消毒凝液还有口罩感觉非常的细心，等待区还有茶水糖果水果前台的服务员还专门帮我倒茶让我稍等服务非常的满意等了没多久就办理了入住一进房间就给我一种非常温馨的感觉装修风格我非常喜欢房间的暖气中央空调特别的暖和热水也特别的舒服床非常的大必需品也备的特别的足满意满意,5
给丸子头小姐姐点个大大的赞,5
酒店不错，前台小王服务态度很好,5
特别棒的一家，不论是卫生还是服务。希望备一台脱水机,5
如果再配上全自动马桶就更完美了,5
一个字。非常满意！下次还来,5
出差定的这家全季，前台服务很热情，耐心的跟我讲解附近吃饭逛街的商场，因为是疫情期间，酒店有提供免洗洗手液和消毒喷雾，很贴心，防护工作很好，房间很大，早上去吃早餐，有服务人员主动问我需不需要现煮的面条，很好，很贴心，下次来长春还要住这里,5
房间非常干净，昨晚上带着孩子来的，孩子很喜欢，尤其是有个机器人，可以送东西，挺方便的，而且电梯也有梯禁，非常不错哦，给个赞！,5
早上九点十二分还没有停餐，员工就穿着工装跑到餐厅打饭了，这管理也太混乱了吧？,5
早餐丰富营养挺好的，停车也方便、服务也挺好,5
前台热心，服务到位,5
"入住很久时间了，每次去上海都住这里，好评

",5
房间卫生干净，前台服务很好，会推荐朋友入住,5
"很满意的这次出行，选了很久才选了这家酒店，真是不错，服务热情，房间格式我也很喜欢，卫生间也不错设备齐全，整个房间都消过毒，住这放心满意
很满意的这次出行，选了很久才选了这家酒店，真是不错，服务热情，房间格式我也很喜欢，卫生间也不错设备齐全，整个房间都消过毒，住这放心满意
15.?这里不仅环境好，卫生也比较干净，特别服务员每天给房间打扫的非常感觉，每天都很热情，给我感觉家一样的温暖，下次出差还会首选宜必思
 ",5
特别好，前台小姐姐知道我们早上赶火车，吃不上早餐，还给拿了酸奶和面包在火车上吃，特别棒,5
酒店环境非常好，房间内有智能小度控制，卫生干净整洁，前台的小哥哥小姐姐服务超棒的，每次都会热心的打招呼，早餐种类也丰富，还有自助洗衣和健身房  真不错 以后出差必备的居住之地啦,5
"前台服务态度好

",5
酒店位置好，服务也不错，下次还会来的,5
环境好，服务好，早餐好，免费停车场推介入住！,5
不错，服务环境都不错,5
非常好！下次会继续选择该酒店！,5
房间很好 前台服务热情 出行很方便！,5
房间很好～前台帮升级了木光之城，艳艳服务很贴心，会再来哒,5
这家早餐是我见过最好的  停车场也超级大  出差很方便,5
服务热情周到，能帮助客人解决困难。,5
一切都很好。,5
前台小凯服务热情，停车方便,5
新开业的酒店，就在火车站对面，出行方便。环境不错，安静，干净，卫生。前台服务人员态度很好。点赞,5
这家酒店是我在华住会里搜到的，看着不错就来了，前台小姑娘们很热情的，还会帮助我订房间，夜间有保安值班，安全性很好！下次来还住这,5
前台工作人员服务好,5
拖鞋只有一双 好尴尬呀,5
出差就首选这家，打车也会过来住，服务很好,5
前台服务热情，餐厅有特食猪油拌粉提供，退房的时候还赠送了矿泉水，特别周到，认定这家了！,5
大厅装修很新颖，前台服务特别好，热情，贴心、周到、有家的感觉，舒服，放松，暖心，贴心，非常推荐，酒店消毒防疫工作很到位，入住安心、放心、大厅采光特别好，环境舒适，下午茶好喝，鸡尾酒好喝，餐厅早餐丰富，口感很棒，服务员热情，布局合理，客房打扫的房间细致，卫生干净，毛巾干净，沙发舒适，配备的有免费矿泉水，热水好，空调很暖和，网络快，床睡着舒服，枕头舒适，睡的踏实，环境很好，停车方便，设施齐全，网络信号好，自助选房方便，洗衣服便利，健身房棒，特别喜欢这家店，周边吃的方便，真的特别好，超级棒！保安师傅服务热情，主动帮忙找车位，太贴心啦，非常喜欢，非常好，特别好，非常棒！超赞!,5
服务态度很好，卫生干净，下次还住这里～～～,5
房间很好.,5
前台姑娘小伙服务热情周到，因为预留房间的问题跟我耐心沟通了很久，让人感觉很暖心，非常感谢。服务员把房间打扫的干净卫生，让我惊喜的是还帮忙叠好了衣服，泡一杯正山小种，住在这样的房间里完全没有任何负重感。特别喜欢酒店的早餐丰盛可口，大厅布局简约大方，性价比高，值得推荐！！！,5
"外观漂亮,大气,大厅干净,明亮,花茶好喝,暖心,前台漂亮,大方,美丽,服务热情,主动,很专业,房间很大，安静舒服,卫生很干净,床很舒服,落地窗很漂亮,水压很大,洗澡很舒服,网速快,办公很方便,停车场空间很大,放心,方便。
位置好,地铁口,优越,交通便利,出行方便,客房阿姨亲切,服务好,早餐品种多,面条好吃,分量足,好吃,美味。防疫工作到位,安全周到,好,很好,非常好,棒,很棒,非常棒!",5
房间有点小，小度智能度一般,5
有免费停车场，这个很不错，车位也很充足，前台也比较热情，办理速度也很快，房间很干净，智能化，洗澡水很舒服，电视可以投屏，挺好的！早餐也很棒，可以煮馄饨，整体很棒，以后还来！,5
很好，很舒服，定的净享好礼，当时没有，承诺确定给邮寄！服务态度超好超好。点赞??,5
不错  前台接待服务好，早餐好吃。停车场也大,5
交通方便。离地铁很近，服务很好，房间也OK。推荐,5
早餐吃了很多好吃,5
一开始住的感觉还行，最近是越来越感觉不好了。房间遥控器不灵不管的，空调尘满了，也不管的。换过一次房间后，晚上10点50分跟前台说明情况，竟然想着还是给我换房。我难以理解。希望店长多关注下各方面的服务吧，感觉工作人员的培训都没有做到位。还有些其他问题不想讲了。,5
5楼刘姐，房间打扫干净整洁，服务态度很好,5
出行很方便 购物也很方便 店里还有免费的洗衣服务.,5
"房间很大卫生也很干净，服务很标准，早餐挺丰富的能吃好
",5
离地铁十号线很近，去南京路步行街很方便，旁边还有个美食街,5
客服非常热情，就是房间小。,5
房间特别的干净，床整整齐齐，床垫软硬适中，躺上去非常的舒服，热水特别给力，出去玩一天，回来洗个热水澡，舒舒服服躺床上，很快就能入睡，特别好的体验,5
环境幽雅，卫生干净整洁,5
